"log_id","user_id","login_date","device_type"
"09eaf18f-e931-4c6f-9540-6bb88980ffa2",2603,"2018-06-13",Mobile
e592c1cf-0fb6-4466-b41a-663d2a60d4bf,4580,"2018-06-14",Mobile
"344342c1-bf76-4402-a3b7-ee7aa5053694",2112,"2018-06-14",Desktop
"2431793f-aad3-471d-8aae-a962ef04a6fb",2984,"2018-06-14",Desktop
"964b1ac9-8644-4cbe-9648-0777f9b23698",2439,"2018-06-14",Mobile
"24af7d41-ba4c-4c89-b355-f34d2fd6d3a5",2557,"2018-06-14",Desktop
"8a480fd6-8b2b-4d6b-8612-7e8908c7a087",4020,"2018-06-14",Desktop
"6e3d4fdf-7683-4c81-a026-d844bedcfd15",3535,"2018-06-15",Desktop
"45f24811-3321-49f6-aba6-2e7f9f38b37c",2192,"2018-06-15",Desktop
"15b742d8-7ee2-4d07-bbc6-499bd4eab7e0",2513,"2018-06-15",Desktop
"8d4dee60-17ce-4235-8151-fcea9607a983",2557,"2018-06-15",Desktop
d178e5ad-454e-4f26-91a2-a71e5eeed97b,3325,"2018-06-15",Mobile
"35a56466-19fd-4c04-af1e-dd01fbfaa07b",1680,"2018-06-15",Mobile
b87324f4-134d-46e0-8430-994e07566653,3719,"2018-06-15",Mobile
"1041b18a-dc8e-4467-a17f-168d4d5dacd8",2557,"2018-06-15",Desktop
"20dbbb8b-9184-4ca7-8c36-ff3de90abbea",3796,"2018-06-15",Desktop
"8ee41a64-68bf-4219-ae39-c67c841b153c",2131,"2018-06-15",Mobile
"358b882e-3093-4f48-aecd-0176383579b7",4939,"2018-06-16",Mobile
a54a7b8a-2c93-4fbd-8e24-4b7ae7b18b31,2173,"2018-06-16",Mobile
d5f124f4-4016-402e-9e97-f21f8e30a790,2173,"2018-06-16",Mobile
c472c65e-90b9-4bed-b646-5bb197d59897,2778,"2018-06-16",Desktop
"02063ccb-1622-4444-839e-6d1aba4e05e5",1088,"2018-06-17",Desktop
"4378cd1d-ccdf-45fb-b9f4-7f05f4817534",3325,"2018-06-17",Mobile
"366c928c-7c3b-49a5-a604-fd81a7b63afd",2066,"2018-06-17",Desktop
"4103e72d-f07c-4ff9-9a4b-9f132df89412",3719,"2018-06-17",Mobile
"98a26e62-07d7-49f5-9468-fc6b1c4ad884",2701,"2018-06-17",Desktop
dfb2a581-03ad-4c1f-9915-2f2abde777b6,3988,"2018-06-17",Mobile
"6fce747b-1450-4966-9462-e42f86063d24",4759,"2018-06-17",Desktop
b54e9d5b-2292-4717-afb0-43c2446b07ab,3891,"2018-06-17",Desktop
"10a7693e-d3d8-42f3-b626-daa746826a75",4766,"2018-06-17",Desktop
"2b351b99-d20e-4b14-8066-39dca268a877",3103,"2018-06-17",Desktop
ec045a1e-c8e7-440d-b8af-6b19e5aa3de8,3920,"2018-06-18",Desktop
af8c50ba-33e7-496f-aad5-3a427c23464a,2984,"2018-06-18",Desktop
e537991a-d8d1-4423-8748-3bffe659ecd2,3103,"2018-06-18",Desktop
"3512421c-6cd0-4744-9a85-a2942aa1100c",3719,"2018-06-18",Mobile
"47822bb5-b2a4-497d-a6cb-7cbe12ee2a79",187,"2018-06-18",Mobile
"484496aa-4880-4a67-b412-8e817c494d87",4065,"2018-06-18",Mobile
aacefb4e-f621-4bb6-821f-a35e036634c1,2275,"2018-06-18",Desktop
b14ed4fd-37af-4d12-b279-5fe7a4aa9ba3,4101,"2018-06-18",Desktop
"81e97136-e437-419a-b021-4d2fdccbaf20",848,"2018-06-18",Mobile
df616434-bf3e-4ad9-8bcd-39ed15a2f1b6,4536,"2018-06-19",Desktop
a5349443-d20a-4874-961c-693d98c94977,1088,"2018-06-19",Desktop
"6407ef7d-ebac-42e6-bce5-77b8ec2ba32e",2878,"2018-06-19",Mobile
f1099f00-437f-4be3-b4f7-cbfa53b2759e,1643,"2018-06-19",Desktop
"342f37ed-ccfb-433b-a8b3-efa10c6aa376",3920,"2018-06-19",Desktop
fa541f8a-03df-4c31-9750-e59964e7bfca,1680,"2018-06-19",Mobile
a829f0fd-e748-44d2-be38-3368c0b2e899,3796,"2018-06-20",Desktop
e739ab21-7ec7-4429-a1af-f930745b7b31,2617,"2018-06-20",Desktop
"62ccd8b3-bdc6-4ba1-8b9f-d65e223f5547",3390,"2018-06-20",Mobile
e6f930be-bf70-42b4-8713-6d1e68f0754b,302,"2018-06-20",Mobile
"709dd8eb-e009-4aa9-8ad9-e3a60655c0be",2491,"2018-06-20",Mobile
a06f4ec4-b67a-4e93-9860-98ad82c102a4,3103,"2018-06-20",Desktop
"876c8c12-1a66-4c88-b96e-8ced6b2682f2",1605,"2018-06-20",Mobile
c3c2ba8a-8b61-4c56-83fe-e25e380b4ddd,3864,"2018-06-20",Desktop
e3a396b4-fe11-4224-aedc-e23ebd84b5f5,2617,"2018-06-20",Desktop
"10e0a333-ae16-481d-903a-74b98fefd6bc",2701,"2018-06-20",Desktop
"03d4949f-da0b-4265-b559-a8f023302096",590,"2018-06-21",Mobile
f41f252e-b286-4e30-ac97-00a9bda47e3d,3325,"2018-06-21",Mobile
"3a0bba62-8026-476d-ab42-b79c45348b2a",2836,"2018-06-21",Mobile
ae4203ab-5dfd-415c-b3dc-a1f607396ca8,3988,"2018-06-21",Mobile
bd6ab71d-bc5a-4851-bc6c-8a9043a30b92,2399,"2018-06-21",Desktop
"95f3a814-ecea-462c-a50b-e510a594d321",21,"2018-06-21",Desktop
"9525a262-4def-496d-bff6-82538c59a778",276,"2018-06-21",Mobile
fa76951c-532b-415c-b6b6-03558c5b7706,2939,"2018-06-22",Mobile
"02c96dcc-9ca4-4cbe-acb2-773ca96d4b31",202,"2018-06-22",Mobile
"4316687b-354a-4ad0-841a-3ee18149d06b",2836,"2018-06-22",Mobile
"70ae53ea-d552-4f3b-8c78-c2e8c95e1176",2275,"2018-06-22",Desktop
"40e88113-9865-403e-8496-b0013be964b8",4101,"2018-06-22",Desktop
af75e506-e43e-444d-a6ac-0641e875801c,2617,"2018-06-22",Desktop
"9fa90da8-a1ef-4089-a212-3c0ab9908660",4020,"2018-06-23",Desktop
d5e69368-b630-4920-8ac4-5b1391085792,2275,"2018-06-23",Desktop
"1b15e1f5-bbbe-4dfb-9e58-86833122d178",2515,"2018-06-23",Desktop
da50be55-dd7f-49f7-ac9a-3163424ed2b1,4101,"2018-06-23",Desktop
"3ff57814-0b6f-4038-bd03-b24949de0c3b",3796,"2018-06-23",Desktop
"11e0cab3-130a-49b4-bb9b-bc5f7732fe82",2275,"2018-06-23",Desktop
b63d7d74-4249-4f0d-a8d5-cce6b5b000d1,1157,"2018-06-23",Desktop
"2add3f66-b273-4669-a128-c34e2711c91d",2603,"2018-06-23",Mobile
d1f731f6-3acd-4969-bd1e-f8504049046d,2893,"2018-06-23",Mobile
"89b0fa07-2ca1-40c2-95d5-f594d14a07e6",3325,"2018-06-23",Mobile
"0cd60b2b-6a4c-4ec8-ab35-9c90363d6089",2205,"2018-06-24",Desktop
"1fd1b548-b999-43b8-abd0-9ff14d2ca2fa",2679,"2018-06-24",Desktop
f63c7b05-945a-4c44-9add-fa8b7e07abfe,686,"2018-06-24",Desktop
"9f6861f1-295b-4cc0-9705-23555988a7de",848,"2018-06-24",Mobile
"3b902dce-cf6d-4dff-994a-4ed00ad4a40e",2557,"2018-06-24",Desktop
"127fd4fe-5897-41b5-bfd8-8368c0b46808",3864,"2018-06-25",Desktop
e779da26-f899-4d97-8f30-382573b3062b,2275,"2018-06-25",Desktop
"96fc3a47-f1f1-4485-9547-bc14a5009347",4759,"2018-06-25",Desktop
"55933fd5-ec5a-441b-a875-95ca9570718e",21,"2018-06-25",Desktop
b24f672d-6e0e-4134-98c0-5c9861fc0b76,145,"2018-06-25",Desktop
a7d3e648-a2b8-417d-bef8-2cba5651c2a1,1157,"2018-06-25",Desktop
"1fa7cac0-6783-4993-9d88-df654cda21e2",3796,"2018-06-25",Desktop
"193dfd29-92e8-4a45-99bd-08e02a056579",2878,"2018-06-25",Mobile
"716c4e75-a1e6-46e4-8ef8-c2701247f58e",2836,"2018-06-26",Mobile
"0f75e4ec-b6ae-44a1-a869-08f51e876287",2300,"2018-06-26",Desktop
c29dd393-50ae-425f-8d09-d6fe4d3260c5,3212,"2018-06-26",Desktop
cabc4f0f-fe8a-4ac2-be70-48243c9e5e5a,933,"2018-06-26",Mobile
"9437bac6-62e8-420f-ad11-1249deb545ef",2439,"2018-06-26",Mobile
f63ec6ab-0ded-4f7e-85b2-0814f1714d25,276,"2018-06-26",Mobile
a4f03e13-bfe9-471b-ae19-b0b3c145f204,303,"2018-06-26",Desktop
"2dc8d327-0a7f-4490-90f4-e1e73404e4c1",1088,"2018-06-26",Desktop
"035f9504-bbc4-4b7c-9e66-91ab45408ace",4222,"2018-06-26",Desktop
"79d06bda-684d-440c-8b8d-d32de1855fd4",2931,"2018-06-27",Desktop
bf662507-79aa-420e-9e3c-537ca4a3ba46,2439,"2018-06-27",Mobile
"4cf16573-46d7-41d0-8ff2-6d63bee8063f",2205,"2018-06-27",Desktop
"7600b4fc-6644-4113-8725-81ff7d6c2a6b",3212,"2018-06-27",Desktop
"48b6d2dd-a2a0-4ff2-8e0f-65d6c6d40c4a",3103,"2018-06-27",Desktop
bd582ac3-675d-48d4-b3f8-48a4e30547ed,187,"2018-06-27",Mobile
"9774503c-f8c1-4a3b-a0bb-c2ccdcaab7d9",1314,"2018-06-27",Desktop
c251a062-ddcf-440d-90f8-a3ce55f42190,4766,"2018-06-28",Desktop
cd6df333-6bb3-4423-8967-defed6b1fbf7,2603,"2018-06-28",Mobile
c65578c5-3060-4f80-aa4e-79ec1499e565,4775,"2018-06-28",Desktop
"998e9f74-e66b-4c2b-9717-3037fe197daf",3760,"2018-06-28",Mobile
"74f8b052-d18c-4a7c-9561-250933a73d1c",2533,"2018-06-28",Desktop
"69857ad5-7148-4bbd-a978-b8762b480ee2",4728,"2018-06-28",Desktop
"6f480e08-50ac-4115-9425-a7f4d0ea12cb",2424,"2018-06-28",Mobile
"872291cb-5b3f-41f6-bca2-e3b903f960e8",2778,"2018-06-28",Desktop
d2f31ea1-9a15-4b93-bdc6-43d781f1b78e,3682,"2018-06-28",Desktop
ca16daf3-58cd-45af-8743-46c58ff706a8,2533,"2018-06-29",Desktop
"3ed178d4-c677-47fc-8b17-adf9b6c8df39",4985,"2018-06-29",Desktop
e811b1ff-b4c6-41c9-81e8-5709bb4c2528,1939,"2018-06-29",Desktop
ad955b64-c521-4afa-9e82-af703cd5c16b,1605,"2018-06-29",Mobile
"89010c92-dab4-4ac4-8712-91d2849eb20f",398,"2018-06-29",Desktop
"8fd5b438-7d22-42d9-be32-56f5fd5ede5a",886,"2018-06-29",Desktop
"599b6b38-c7ea-4d5c-85a6-0d8d71bd5285",1762,"2018-06-29",Desktop
eebb0881-bd15-4c03-9406-fc4f24567f5c,276,"2018-06-30",Mobile
"563168ec-4d3b-44dd-a37f-5376c93ef6cc",1545,"2018-06-30",Desktop
"11786214-792a-4ab6-9226-5483ea6332a9",3891,"2018-06-30",Desktop
c7d2d835-4e34-4d12-a6c6-e709d44ad8cd,2066,"2018-06-30",Desktop
"0e8d96a4-a218-433a-bec5-840be258fbff",4775,"2018-06-30",Desktop
ec3f7e8c-0698-4486-8ba4-fdb25f6aa854,4721,"2018-06-30",Desktop
d38d2e56-e733-4abc-83a5-2bbaef4eb881,1762,"2018-06-30",Desktop
"6cd48759-1796-485d-9b4d-74b353a03075",2557,"2018-06-30",Desktop
"040cb04e-d4fc-4c3a-bece-9062016df721",4580,"2018-06-30",Mobile
"8a55a48e-3571-43b6-badb-d88b90d6bbb6",2399,"2018-06-30",Desktop
ae74d394-7f2b-4ee2-bc93-6cd244335ad2,1157,"2018-07-01",Desktop
"5a53872f-1d0d-4750-bb0b-18d96e5ee96d",4580,"2018-07-01",Mobile
"225a24f8-b142-41b7-8e63-638eec48af69",303,"2018-07-01",Desktop
"7618c977-e133-4d72-9d1c-be63a95e90fe",2403,"2018-07-01",Mobile
"6721204f-8296-4edb-8b3f-af4623247c92",2515,"2018-07-01",Desktop
"3de09d5e-7b4a-4008-bce7-bc5abc8e8625",3682,"2018-07-01",Desktop
"0459cac0-b59c-4722-8482-39fa9e0c7a20",81,"2018-07-01",Desktop
"117ead4a-1c8e-44e1-9e04-c6d6307e0b53",2399,"2018-07-01",Desktop
"58caf22b-b29f-493e-8f75-e5d06b3237ec",2939,"2018-07-01",Mobile
"9c272d0d-cd10-43d1-8886-06d900d7fdbd",668,"2018-07-01",Mobile
"7f0f376f-cc66-4c3a-bd0b-b6389d0d0a31",2617,"2018-07-01",Desktop
"8e7a2f33-af7f-41f5-b77c-a4f8c14c28f6",2399,"2018-07-01",Desktop
e3be553a-ce4c-4024-b752-829591f71336,3920,"2018-07-01",Desktop
"7e28eae0-423c-483f-a781-20f7a60ac1ba",1018,"2018-07-01",Desktop
"4b71f292-31b5-4a65-a4e7-3ec01e8e5c31",3988,"2018-07-01",Mobile
"571972bc-7d04-42e7-96fb-33db45fef82f",3920,"2018-07-02",Desktop
e614fda8-58b9-4f48-b312-e35b19f0fd25,2,"2018-07-02",Mobile
f6a37731-10a0-4a72-a107-89f02b7d9a09,590,"2018-07-02",Mobile
d7f32012-9397-48f8-a74c-12a21f8c92e5,4101,"2018-07-02",Desktop
e3e5b259-9437-4ee2-8dd1-69b01ecbb5b4,3719,"2018-07-02",Mobile
"746851d1-df61-432a-a5b7-a87bfcef9f15",2878,"2018-07-02",Mobile
"191ba9ad-70c3-4f9b-b903-ffd7fccb7af4",670,"2018-07-02",Mobile
d17a62c8-79d5-46e0-a7f1-9aedc0ceec21,2066,"2018-07-03",Desktop
"49150548-2574-4ed2-a53a-636006bfe7c8",2023,"2018-07-03",Mobile
"288195e5-ad3a-4804-8717-a3041630b8ae",2557,"2018-07-03",Desktop
"6faff53b-c1f4-44dd-b6cb-b3fd14b375b3",138,"2018-07-03",Mobile
"12cf76dc-fd52-46ae-b195-4872a384d665",3796,"2018-07-03",Desktop
c6363aa7-3ab4-46e3-9d33-6f78cb627028,4580,"2018-07-03",Mobile
"70ff13fd-e236-4b93-a9c6-acf54b8e968f",2515,"2018-07-03",Desktop
eabd6937-f66b-49fe-8f78-2faf6f7745c9,875,"2018-07-03",Mobile
dfbcee2a-9bce-4439-b957-f18a83a85aa1,590,"2018-07-03",Mobile
"3125e356-f90c-4b45-bb0f-85de0ffbf809",2984,"2018-07-03",Desktop
"90f63ab0-4e9f-452f-a10b-e4305aae5a46",2878,"2018-07-03",Mobile
"8cce76d0-e66a-4ec1-92bc-51b0d48379ee",2403,"2018-07-03",Mobile
"6887d741-4646-4b13-97d6-c473c5aa84cd",2497,"2018-07-03",Mobile
f4bb3019-cacc-43d5-acba-14f6c735578b,1291,"2018-07-04",Desktop
"9f17130a-0a5a-4098-9d58-090d61e1a1f4",3682,"2018-07-04",Desktop
"18952b15-b9f1-40c9-b2bb-322dea9291c1",3095,"2018-07-04",Mobile
"840372dc-f699-4e93-b081-1725bec7d5dd",1316,"2018-07-04",Desktop
"5cd8ba0f-e964-451f-b3f7-58f99237b113",2131,"2018-07-04",Mobile
"2a58f2f5-4da4-40f4-bea7-656a4b5340c8",2939,"2018-07-04",Mobile
b8b762ed-7537-4db4-aa45-17a5cc90201b,224,"2018-07-05",Mobile
b4d11a25-778f-4225-8d42-a15747b394d3,3988,"2018-07-05",Mobile
"9c53eeb0-4526-43e0-85da-0807f3f8a89b",303,"2018-07-05",Desktop
"1f44956f-c122-495b-9e0a-85a84d700320",1762,"2018-07-05",Desktop
"7e2adc99-1de9-489b-83d3-9ebedcd7e0e1",4728,"2018-07-05",Desktop
"957024cc-49f3-401b-a89f-7a0f6543df52",3682,"2018-07-05",Desktop
"5a05a21b-c120-469d-b223-ee38610bae0e",243,"2018-07-05",Desktop
"3fa60542-55a2-40b7-b40e-4c9366c6767d",424,"2018-07-06",Desktop
"8d69ac90-d11f-4798-af51-8c575431bd0f",4065,"2018-07-06",Mobile
"3ebcb62d-c4d0-417e-9b24-7f589f8fdaf3",933,"2018-07-06",Mobile
"027cd046-9f98-4ca3-ae3c-301263f31b04",1059,"2018-07-06",Mobile
